         1          1        542
         1          1       1105
         1          1       2931
         2          2        617
         3          3        120
         3          3        222
         3          3       1760
         3          3       1854
         3          3       3728
         4          4          2
         4          4        681
         4          4       1022
         4          4       3991
         5          5        577
         5          5       2294
         5          5       2299
         5          5       2907
         6          6        587
         6          6        596
         6          6        945
         6          6       2618
         7          7       2325
         7          7       2812
         7          7       3723
         7          7       3889
         8          8        403
         8          8       1984
         8          8       2935
         8          8       3510
         8          8       3784
         9          9       1361
         9          9       2536
        10         10        448
        10         10       2542
        10         10       3002
        10         10       3508
        11         11       1064
        11         11       1325
        11         11       1929
        11         11       2103
        11         11       3871
        12         12        147
        12         12        421
        12         12        733
        12         12       1022
        12         12       1473
        12         12       2577
        13         13        951
        13         13       2084
        13         13       3793
        14         14       1427
        14         14       1567
        14         14       1845
        14         14       2061
        14         14       2446
        14         14       3969
        15         15        749
        15         15       2367
        15         15       3477
        16         16       1125
        16         16       2990
        16         16       3498
        17         17        589
        17         17       1148
        18         18       1271
        18         18       2161
        18         18       3272
        19         19        316
        19         19        917
        19         19       1510
        19         19       2042
        20         20        568
        20         20       2586
        20         20       3675
        21         21        565
        21         21       1432
        21         21       1575
        21         21       2802
        22         22       1216
        22         22       1490
        22         22       2149
        22         22       3334
        22         22       3871
        23         23        584
        23         23       1193
        23         23       1194
        23         23       3622
        24         24        462
        24         24       2774
        24         24       3199
        25         25        669
        25         25        739
        25         25        973
        25         25       1552
        25         25       3018
        25         25       3298
        26         26        144
        26         26        215
        26         26       1821
        26         26       3236
        26         26       3689
        27         27        426
        27         27        438
        27         27       1183
        27         27       1249
        27         27       2039
        27         27       3418
        27         27       3552
        28         28        459
        28         28        672
        28         28       3612
        28         28       3723
        28         28       3837
        29         29        720
        29         29        868
        29         29       2083
        29         29       2231
        29         29       3107
        30         30        124
        30         30        964
        30         30       1267
        31         31         34
        31         31         59
        31         31        170
        31         31        419
        31         31       1833
        31         31       2673
        31         31       2719
        31         31       3280
        31         31       3620
        32         32        266
        32         32        344
        32         32        909
        32         32       1119
        32         32       1815
        32         32       2226
        32         32       2260
        33         33       1637
        33         33       1845
        33         33       3017
        33         33       3992
        34         34         63
        34         34        178
        34         34       2206
        35         35        455
        35         35        820
        35         35       1168
        35         35       1532
        35         35       1695
        35         35       1730
        35         35       1932
        35         35       3926
        36         36        212
        36         36        879
        36         36       3175
        36         36       3708
        36         36       3934
        37         37       1191
        37         37       2029
        37         37       2988
        37         37       3381
        38         38        276
        38         38       2203
        38         38       2669
        38         38       3675
        38         38       3848
        38         38       3954
        39         39        279
        39         39        614
        39         39       2336
        40         40       2450
        40         40       2716
        40         40       3551
        41         41          1
        41         41       1185
        41         41       3442
        41         41       3812
        42         42        230
        42         42       3674
        43         43        704
        43         43        952
        43         43       2203
        43         43       3695
        44         44        794
        44         44       1214
        44         44       1921
        44         44       3430
        45         45       1600
        45         45       1621
        45         45       2480
        45         45       3088
        45         45       3196
        46         46       2643
        46         46       2715
        46         46       3233
        47         47        207
        47         47       2307
        48         48         78
        48         48        724
        48         48        872
        48         48       2232
        48         48       2954
        49         49         86
        49         49        474
        49         49        739
        49         49        893
        49         49        928
        49         49       1202
        49         49       1755
        49         49       2435
        50         50       1574
        50         50       1956
        50         50       3644
        51         51       1200
        51         51       1275
        51         51       1437
        51         51       2235
        51         51       3196
        52         52        703
        52         52       2075
        52         52       3389
        52         52       3782
        52         52       3898
        53         53        254
        53         53       1543
        53         53       1758
        53         53       1796
        53         53       2215
        53         53       2854
        53         53       3555
        53         53       3751
        54         54       1351
        54         54       3210
        55         55       1728
        55         55       1987
        55         55       2504
        55         55       3093
        55         55       3229
        56         56        428
        56         56       2608
        56         56       2812
        56         56       3499
        56         56       3570
        57         57        419
        58         58         70
        58         58         72
        58         58        322
        58         58        335
        58         58       2075
        58         58       2446
        59         59         48
        59         59       2733
        59         59       3308
        59         59       3363
        60         60        649
        60         60        778
        60         60       1112
        60         60       1203
        60         60       1328
        60         60       1489
        60         60       3644
        61         61       1659
        61         61       2854
        61         61       3478
        61         61       3547
        61         61       3776
        62         62       1112
        62         62       3226
        63         63        853
        63         63        868
        63         63       2147
        63         63       2692
        63         63       3079
        63         63       3584
        64         64        147
        64         64        307
        64         64        755
        64         64        810
        64         64       1026
        65         65       1915
        65         65       2307
        65         65       2765
        65         65       3009
        65         65       3255
        66         66        186
        66         66        427
        66         66       2409
        66         66       3088
        66         66       3510
        67         67         85
        67         67       2097
        67         67       2394
        67         67       2619
        68         68        270
        68         68        308
        68         68       1052
        68         68       3691
        69         69        187
        69         69       3107
        70         70        542
        70         70       1132
        70         70       1366
        70         70       2399
        70         70       2418
        70         70       3014
        70         70       3129
        70         70       3962
        71         71        117
        71         71        614
        71         71        649
        71         71        898
        71         71       1604
        71         71       1728
        71         71       1745
        71         71       3336
        72         72        132
        72         72       1328
        73         73        970
        73         73        992
        73         73       1132
        73         73       1593
        73         73       2712
        73         73       3038
        73         73       3949
        74         74       2900
        74         74       2992
        74         74       3107
        74         74       3155
        75         75        336
        75         75       2564
        75         75       2729
        75         75       3551
        75         75       3557
        76         76        621
        76         76       2302
        76         76       2993
        77         77       1214
        77         77       1648
        77         77       1664
        77         77       2462
        77         77       3549
        78         78        388
        79         79        219
        79         79        767
        79         79       1854
        80         80         45
        80         80        905
        80         80       2027
        80         80       2622
        81         81       1594
        81         81       2140
        81         81       2740
        81         81       3906
        82         82        711
        82         82       1031
        82         82       1320
        82         82       2176
        83         83        451
        83         83       2580
        83         83       2883
        84         84        219
        84         84       1316
        84         84       1564
        84         84       1604
        84         84       2367
        84         84       2996
        85         85        270
        85         85        387
        85         85        589
        85         85        776
        85         85       3939
        86         86        435
        86         86       2171
        86         86       2936
        86         86       3613
        86         86       3687
        87         87       1685
        87         87       1774
        87         87       2091
        87         87       3164
        88         88       2777
        88         88       2991
        89         89        824
        89         89       1239
        89         89       1829
        89         89       1940
        89         89       2476
        90         90       1347
        90         90       1871
        90         90       2031
        91         91        305
        91         91       1741
        91         91       2757
        91         91       2900
        92         92       1731
        92         92       1773
        92         92       3017
        92         92       3979
        93         93        187
        93         93        822
        93         93       1063
        93         93       1867
        93         93       2414
        94         94        615
        94         94       1096
        94         94       1157
        94         94       1529
        94         94       1663
        95         95        195
        95         95        500
        95         95        523
        96         96         90
        96         96       1141
        96         96       1164
        96         96       3155
        96         96       3233
        96         96       3872
        97         97         78
        97         97        872
        97         97       2954
        98         98         60
        98         98        378
        98         98       1489
        98         98       1715
        98         98       3309
        99         99        124
        99         99        593
        99         99       1925
       100        100       2307
       100        100       2718
       100        100       3258
       100        100       3273
       101        101         28
       101        101       1904
       102        102        220
       102        102        357
       102        102       3350
       103        103       2372
       103        103       2480
       103        103       2674
       103        103       3501
       104        104       1432
       104        104       2544
       104        104       2968
       104        104       3208
       105        105        230
       105        105        492
       105        105       1200
       105        105       1944
       105        105       2382
       105        105       2560
       105        105       2996
       105        105       3124
       105        105       3614
       105        105       3663
       106        106        406
       106        106        746
       106        106       1030
       106        106       1167
       106        106       2759
       107        107        113
       107        107        578
       107        107       1550
       107        107       1673
       107        107       2227
       107        107       2281
       107        107       3545
       108        108        104
       108        108       1437
       108        108       1582
       108        108       1758
       108        108       2538
       108        108       3386
       109        109       1769
       109        109       2778
       110        110        139
